"session_id","event_id","timestamp","action_type","content","query","query_index","data_type","serp_results","num_results","url","title","doc_index","click_position"
"1722_168","1722_168_qq-78_cd-1595","2006-03-22 09:32:47","CLICK","black river falls com","black river falls","q-78","0","","","http://www.blackriverfalls.com","black river falls com","d-1595","0.0"
"1722_168","1722_168_qq-79","2006-03-22 09:35:18","QUERY","wisconsin casinos","wisconsin casinos","q-79","0","","","","","",""
"1722_168","1722_168_qq-79_serp","2006-03-22 09:35:18","SERP_VIEW","Viewed 10 results: wisconsin casino city com, wisconsin online casino mentor guide to safe online gambling, wisconsin vacations wisconsin travel guide wisconsin hotels (+7 more)","wisconsin casinos","q-79","0","[{""doc_index"": ""d-1596"", ""url"": ""http://wisconsin.casinocity.com"", ""title"": ""wisconsin casino city com""}, {""doc_index"": ""d-276049"", ""url"": ""http://www.wisconsinmentor.org"", ""title"": ""wisconsin online casino mentor guide to safe online gambling""}, {""doc_index"": ""d-296067"", ""url"": ""http://www.wisconsinvacations.com"", ""title"": ""wisconsin vacations wisconsin travel guide wisconsin hotels""}, {""doc_index"": ""d-661882"", ""url"": ""http://southcentralwisconsin.redcross.org"", ""title"": ""wisconsin""}, {""doc_index"": ""d-142990"", ""url"": ""http://www.paysbig.com"", ""title"": ""pot awa to mi hotel and casino in milwaukee wisconsin""}, {""doc_index"": ""d-431397"", ""url"": ""http://www.wisconsinlakes.org"", ""title"": ""wisconsin lakes protecting wisconsin s lakes wisconsin lakes""}, {""doc_index"": ""d-509234"", ""url"": ""http://www.trulywisconsin.com"", ""title"": ""truly wisconsin wisconsin business review""}, {""doc_index"": ""d-869438"", ""url"": ""http://www.elderc.org"", ""title"": ""wisconsin managed care organization wisconsin hm o care wisconsin""}, {""doc_index"": ""d-232656"", ""url"": ""http://www.nikkimckibbin.com"", ""title"": ""casino online casino sverige svenska casino online""}, {""doc_index"": ""d-484971"", ""url"": ""http://nikkimckibbin.com"", ""title"": ""casino online casino sverige svenska casino online""}]","10.0","","","",""
"1722_168","1722_168_qq-79_cd-1596","2006-03-22 09:35:18","CLICK","wisconsin casino city com","wisconsin casinos","q-79","0","","","http://wisconsin.casinocity.com","wisconsin casino city com","d-1596","0.0"
"1722_169","1722_169_qq-66","2006-03-22 14:30:24","QUERY","suntrust","suntrust","q-66","0","","","","","",""
"1722_169","1722_169_qq-66_serp","2006-03-22 14:30:24","SERP_VIEW","Viewed 10 results: home mortgage loans sun trust mortgage, solano land trust sui sun city ca, sun make trust pass ali baba com (+7 more)","suntrust","q-66","0","[{""doc_index"": ""d-105868"", ""url"": ""http://www.suntrustmortgage.com"", ""title"": ""home mortgage loans sun trust mortgage""}, {""doc_index"": ""d-483484"", ""url"": ""http://www.solanolandtrust.org"", ""title"": ""solano land trust sui sun city ca""}, {""doc_index"": ""d-127026"", ""url"": ""http://sunmake.trustpass.alibaba.com"", ""title"": ""sun make trust pass ali baba com""}, {""doc_index"": ""d-931248"", ""url"": ""http://www.sunwesttrust.com"", ""title"": ""self directed ira custodian sun west trust inc""}, {""doc_index"": ""d-170476"", ""url"": ""http://www.suntrusteducation.com"", ""title"": ""student loans for college sun trust student loans""}, {""doc_index"": ""d-1576"", ""url"": ""http://www.suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-465639"", ""url"": ""http://suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-775411"", ""url"": ""http://suntrust-internet-banking.mortgagelifeinsurancerate.com"", ""title"": ""sun trust internet banking mortgage life insurance rate com""}, {""doc_index"": ""d-126779"", ""url"": ""https://customercare.suntrust.com/guides/mort_surepay.asp"", ""title"": ""customer care sun trust com guides mort sure pay asp""}, {""doc_index"": ""d-832925"", ""url"": ""https://customercare.suntrust.com/guides/contact_us_form.asp"", ""title"": ""customer care sun trust com guides contact us form asp""}]","10.0","","","",""
"1722_169","1722_169_qq-66_cd-1576","2006-03-22 14:30:24","CLICK","sun trust bank personal mortgage and small business banking","suntrust","q-66","0","","","http://www.suntrust.com","sun trust bank personal mortgage and small business banking","d-1576","5.0"
"1722_169","1722_169_qq-64","2006-03-22 14:37:22","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_169","1722_169_qq-64_serp","2006-03-22 14:37:22","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_169","1722_169_qq-64_cd-1574","2006-03-22 14:37:22","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_170","1722_170_qq-78","2006-03-24 16:26:26","QUERY","black river falls","black river falls","q-78","0","","","","","",""
"1722_170","1722_170_qq-78_serp","2006-03-24 16:26:26","SERP_VIEW","Viewed 10 results: black river falls com, pheasant ridge resort black river falls wisconsin, home school district of black river falls (+7 more)","black river falls","q-78","0","[{""doc_index"": ""d-1595"", ""url"": ""http://www.blackriverfalls.com"", ""title"": ""black river falls com""}, {""doc_index"": ""d-828980"", ""url"": ""http://www.pheasantlodge.com"", ""title"": ""pheasant ridge resort black river falls wisconsin""}, {""doc_index"": ""d-539862"", ""url"": ""http://www.brf.org"", ""title"": ""home school district of black river falls""}, {""doc_index"": ""d-707385"", ""url"": ""http://fall.river.jobs.topusajobs.com"", ""title"": ""fall river jobs fall river careers employment in fall river ma""}, {""doc_index"": ""d-477977"", ""url"": ""http://www.fallriverdiocese.org"", ""title"": ""fall river diocese""}, {""doc_index"": ""d-695472"", ""url"": ""http://www.black-river.com"", ""title"": ""home black river""}, {""doc_index"": ""d-537039"", ""url"": ""http://www.fallrivermills.com"", ""title"": ""fall river mills ca real estate fall river real estate""}, {""doc_index"": ""d-542220"", ""url"": ""http://www.frwr.com"", ""title"": ""fall river wild rice""}, {""doc_index"": ""d-426438"", ""url"": ""http://fallriverford.com"", ""title"": ""fall river ford com""}, {""doc_index"": ""d-595859"", ""url"": ""http://www.lizzieborden.org"", ""title"": ""fall river historical society""}]","10.0","","","",""
"1722_170","1722_170_qq-78_cd-1595","2006-03-24 16:26:26","CLICK","black river falls com","black river falls","q-78","0","","","http://www.blackriverfalls.com","black river falls com","d-1595","0.0"
"1722_171","1722_171_qq-64","2006-03-26 09:53:05","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_171","1722_171_qq-64_serp","2006-03-26 09:53:05","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_171","1722_171_qq-64_cd-1574","2006-03-26 09:53:05","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_172","1722_172_qq-64","2006-03-26 20:21:00","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_172","1722_172_qq-64_serp","2006-03-26 20:21:00","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_172","1722_172_qq-64_cd-1574","2006-03-26 20:21:00","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_172","1722_172_qq-66","2006-03-26 20:26:39","QUERY","suntrust","suntrust","q-66","0","","","","","",""
"1722_172","1722_172_qq-66_serp","2006-03-26 20:26:39","SERP_VIEW","Viewed 10 results: home mortgage loans sun trust mortgage, solano land trust sui sun city ca, sun make trust pass ali baba com (+7 more)","suntrust","q-66","0","[{""doc_index"": ""d-105868"", ""url"": ""http://www.suntrustmortgage.com"", ""title"": ""home mortgage loans sun trust mortgage""}, {""doc_index"": ""d-483484"", ""url"": ""http://www.solanolandtrust.org"", ""title"": ""solano land trust sui sun city ca""}, {""doc_index"": ""d-127026"", ""url"": ""http://sunmake.trustpass.alibaba.com"", ""title"": ""sun make trust pass ali baba com""}, {""doc_index"": ""d-931248"", ""url"": ""http://www.sunwesttrust.com"", ""title"": ""self directed ira custodian sun west trust inc""}, {""doc_index"": ""d-170476"", ""url"": ""http://www.suntrusteducation.com"", ""title"": ""student loans for college sun trust student loans""}, {""doc_index"": ""d-1576"", ""url"": ""http://www.suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-465639"", ""url"": ""http://suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-775411"", ""url"": ""http://suntrust-internet-banking.mortgagelifeinsurancerate.com"", ""title"": ""sun trust internet banking mortgage life insurance rate com""}, {""doc_index"": ""d-126779"", ""url"": ""https://customercare.suntrust.com/guides/mort_surepay.asp"", ""title"": ""customer care sun trust com guides mort sure pay asp""}, {""doc_index"": ""d-832925"", ""url"": ""https://customercare.suntrust.com/guides/contact_us_form.asp"", ""title"": ""customer care sun trust com guides contact us form asp""}]","10.0","","","",""
"1722_172","1722_172_qq-66_cd-1576","2006-03-26 20:26:39","CLICK","sun trust bank personal mortgage and small business banking","suntrust","q-66","0","","","http://www.suntrust.com","sun trust bank personal mortgage and small business banking","d-1576","5.0"
"1722_173","1722_173_qq-64","2006-03-27 14:46:14","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_173","1722_173_qq-64_serp","2006-03-27 14:46:14","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_173","1722_173_qq-64_cd-1574","2006-03-27 14:46:14","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_173","1722_173_qq-66","2006-03-27 14:48:47","QUERY","suntrust","suntrust","q-66","0","","","","","",""
"1722_173","1722_173_qq-66_serp","2006-03-27 14:48:47","SERP_VIEW","Viewed 10 results: home mortgage loans sun trust mortgage, solano land trust sui sun city ca, sun make trust pass ali baba com (+7 more)","suntrust","q-66","0","[{""doc_index"": ""d-105868"", ""url"": ""http://www.suntrustmortgage.com"", ""title"": ""home mortgage loans sun trust mortgage""}, {""doc_index"": ""d-483484"", ""url"": ""http://www.solanolandtrust.org"", ""title"": ""solano land trust sui sun city ca""}, {""doc_index"": ""d-127026"", ""url"": ""http://sunmake.trustpass.alibaba.com"", ""title"": ""sun make trust pass ali baba com""}, {""doc_index"": ""d-931248"", ""url"": ""http://www.sunwesttrust.com"", ""title"": ""self directed ira custodian sun west trust inc""}, {""doc_index"": ""d-170476"", ""url"": ""http://www.suntrusteducation.com"", ""title"": ""student loans for college sun trust student loans""}, {""doc_index"": ""d-1576"", ""url"": ""http://www.suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-465639"", ""url"": ""http://suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-775411"", ""url"": ""http://suntrust-internet-banking.mortgagelifeinsurancerate.com"", ""title"": ""sun trust internet banking mortgage life insurance rate com""}, {""doc_index"": ""d-126779"", ""url"": ""https://customercare.suntrust.com/guides/mort_surepay.asp"", ""title"": ""customer care sun trust com guides mort sure pay asp""}, {""doc_index"": ""d-832925"", ""url"": ""https://customercare.suntrust.com/guides/contact_us_form.asp"", ""title"": ""customer care sun trust com guides contact us form asp""}]","10.0","","","",""
"1722_173","1722_173_qq-66_cd-1576","2006-03-27 14:48:47","CLICK","sun trust bank personal mortgage and small business banking","suntrust","q-66","0","","","http://www.suntrust.com","sun trust bank personal mortgage and small business banking","d-1576","5.0"
"1722_173","1722_173_qq-69","2006-03-27 14:52:47","QUERY","gmcard","gmcard","q-69","0","","","","","",""
"1722_173","1722_173_qq-69_serp","2006-03-27 14:52:47","SERP_VIEW","Viewed 10 results: www gm card com, www gm flex card com, www gm card member services com (+7 more)","gmcard","q-69","0","[{""doc_index"": ""d-1580"", ""url"": ""http://www.gmcard.com"", ""title"": ""www gm card com""}, {""doc_index"": ""d-856569"", ""url"": ""http://www.gmflexcard.com"", ""title"": ""www gm flex card com""}, {""doc_index"": ""d-375354"", ""url"": ""http://www.gmcardmemberservices.com"", ""title"": ""www gm card member services com""}, {""doc_index"": ""d-851819"", ""url"": ""http://www.gmwebsite.com"", ""title"": ""gm""}, {""doc_index"": ""d-315932"", ""url"": ""http://www.gmparts.com.mx"", ""title"": ""gm""}, {""doc_index"": ""d-415119"", ""url"": ""http://www.crack-gmat.com"", ""title"": ""gm at cat free gm at tests gm at preparation gm at test online""}, {""doc_index"": ""d-635957"", ""url"": ""http://www.gmfreeze.org"", ""title"": ""gm freeze""}, {""doc_index"": ""d-839571"", ""url"": ""http://www.gm-diesel.com"", ""title"": ""gm diesel""}, {""doc_index"": ""d-832211"", ""url"": ""http://www.gmsfelive.com"", ""title"": ""gm excellence""}, {""doc_index"": ""d-270783"", ""url"": ""http://www.gmcheckcard.com"", ""title"": ""gm redirect""}]","10.0","","","",""
"1722_173","1722_173_qq-69_cd-1580","2006-03-27 14:52:47","CLICK","www gm card com","gmcard","q-69","0","","","http://www.gmcard.com","www gm card com","d-1580","0.0"
"1722_174","1722_174_qq-64","2006-03-27 20:15:53","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_174","1722_174_qq-64_serp","2006-03-27 20:15:53","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_174","1722_174_qq-64_cd-1574","2006-03-27 20:15:53","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_174","1722_174_qq-66","2006-03-27 20:18:01","QUERY","suntrust","suntrust","q-66","0","","","","","",""
"1722_174","1722_174_qq-66_serp","2006-03-27 20:18:01","SERP_VIEW","Viewed 10 results: home mortgage loans sun trust mortgage, solano land trust sui sun city ca, sun make trust pass ali baba com (+7 more)","suntrust","q-66","0","[{""doc_index"": ""d-105868"", ""url"": ""http://www.suntrustmortgage.com"", ""title"": ""home mortgage loans sun trust mortgage""}, {""doc_index"": ""d-483484"", ""url"": ""http://www.solanolandtrust.org"", ""title"": ""solano land trust sui sun city ca""}, {""doc_index"": ""d-127026"", ""url"": ""http://sunmake.trustpass.alibaba.com"", ""title"": ""sun make trust pass ali baba com""}, {""doc_index"": ""d-931248"", ""url"": ""http://www.sunwesttrust.com"", ""title"": ""self directed ira custodian sun west trust inc""}, {""doc_index"": ""d-170476"", ""url"": ""http://www.suntrusteducation.com"", ""title"": ""student loans for college sun trust student loans""}, {""doc_index"": ""d-1576"", ""url"": ""http://www.suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-465639"", ""url"": ""http://suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-775411"", ""url"": ""http://suntrust-internet-banking.mortgagelifeinsurancerate.com"", ""title"": ""sun trust internet banking mortgage life insurance rate com""}, {""doc_index"": ""d-126779"", ""url"": ""https://customercare.suntrust.com/guides/mort_surepay.asp"", ""title"": ""customer care sun trust com guides mort sure pay asp""}, {""doc_index"": ""d-832925"", ""url"": ""https://customercare.suntrust.com/guides/contact_us_form.asp"", ""title"": ""customer care sun trust com guides contact us form asp""}]","10.0","","","",""
"1722_174","1722_174_qq-66_cd-1576","2006-03-27 20:18:01","CLICK","sun trust bank personal mortgage and small business banking","suntrust","q-66","0","","","http://www.suntrust.com","sun trust bank personal mortgage and small business banking","d-1576","5.0"
"1722_175","1722_175_qq-64","2006-03-29 07:44:26","QUERY","mibank","mibank","q-64","0","","","","","",""
"1722_175","1722_175_qq-64_serp","2006-03-29 07:44:26","SERP_VIEW","Viewed 10 results: www mi ru, www mi edu, herring bank banking services made personal (+7 more)","mibank","q-64","0","[{""doc_index"": ""d-421804"", ""url"": ""http://www.mi.ru"", ""title"": ""www mi ru""}, {""doc_index"": ""d-397534"", ""url"": ""http://www.mi.edu"", ""title"": ""www mi edu""}, {""doc_index"": ""d-800578"", ""url"": ""http://www.fsbaltus.com"", ""title"": ""herring bank banking services made personal""}, {""doc_index"": ""d-809018"", ""url"": ""http://www.hrfa.org"", ""title"": ""banks guide information about indian banks""}, {""doc_index"": ""d-756025"", ""url"": ""http://www.malagabank.com"", ""title"": ""malaga bank welcome to malaga bank""}, {""doc_index"": ""d-1574"", ""url"": ""http://www.mibank.com"", ""title"": ""personal banking accounts bmo harris bank""}, {""doc_index"": ""d-99994"", ""url"": ""http://www.nvsl.com"", ""title"": ""best banks in connecticut liberty bank""}, {""doc_index"": ""d-850136"", ""url"": ""http://peoplesfed.com"", ""title"": ""home page horizon bank horizon bank""}, {""doc_index"": ""d-386571"", ""url"": ""http://www.chesbank.com"", ""title"": ""personal business banking services chesapeake bank""}, {""doc_index"": ""d-790835"", ""url"": ""http://www.washingtoncountybank.com"", ""title"": ""personal business banking washington county bank""}]","10.0","","","",""
"1722_175","1722_175_qq-64_cd-1574","2006-03-29 07:44:26","CLICK","personal banking accounts bmo harris bank","mibank","q-64","0","","","http://www.mibank.com","personal banking accounts bmo harris bank","d-1574","5.0"
"1722_175","1722_175_qq-66","2006-03-29 07:48:34","QUERY","suntrust","suntrust","q-66","0","","","","","",""
"1722_175","1722_175_qq-66_serp","2006-03-29 07:48:34","SERP_VIEW","Viewed 10 results: home mortgage loans sun trust mortgage, solano land trust sui sun city ca, sun make trust pass ali baba com (+7 more)","suntrust","q-66","0","[{""doc_index"": ""d-105868"", ""url"": ""http://www.suntrustmortgage.com"", ""title"": ""home mortgage loans sun trust mortgage""}, {""doc_index"": ""d-483484"", ""url"": ""http://www.solanolandtrust.org"", ""title"": ""solano land trust sui sun city ca""}, {""doc_index"": ""d-127026"", ""url"": ""http://sunmake.trustpass.alibaba.com"", ""title"": ""sun make trust pass ali baba com""}, {""doc_index"": ""d-931248"", ""url"": ""http://www.sunwesttrust.com"", ""title"": ""self directed ira custodian sun west trust inc""}, {""doc_index"": ""d-170476"", ""url"": ""http://www.suntrusteducation.com"", ""title"": ""student loans for college sun trust student loans""}, {""doc_index"": ""d-1576"", ""url"": ""http://www.suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-465639"", ""url"": ""http://suntrust.com"", ""title"": ""sun trust bank personal mortgage and small business banking""}, {""doc_index"": ""d-775411"", ""url"": ""http://suntrust-internet-banking.mortgagelifeinsurancerate.com"", ""title"": ""sun trust internet banking mortgage life insurance rate com""}, {""doc_index"": ""d-126779"", ""url"": ""https://customercare.suntrust.com/guides/mort_surepay.asp"", ""title"": ""customer care sun trust com guides mort sure pay asp""}, {""doc_index"": ""d-832925"", ""url"": ""https://customercare.suntrust.com/guides/contact_us_form.asp"", ""title"": ""customer care sun trust com guides contact us form asp""}]","10.0","","","",""
"1722_175","1722_175_qq-66_cd-1576","2006-03-29 07:48:34","CLICK","sun trust bank personal mortgage and small business banking","suntrust","q-66","0","","","http://www.suntrust.com","sun trust bank personal mortgage and small business banking","d-1576","5.0"
"1722_175","1722_175_qq-75","2006-03-29 07:53:20","QUERY","aigvalic","aigvalic","q-75","0","","","","","",""
"1722_175","1722_175_qq-75_serp","2006-03-29 07:53:20","SERP_VIEW","Viewed 10 results: www c aig com, www aig c com, aig aig retirement services (+7 more)","aigvalic","q-75","0","[{""doc_index"": ""d-797507"", ""url"": ""http://www.caig.com"", ""title"": ""www c aig com""}, {""doc_index"": ""d-674460"", ""url"": ""http://www.aigc.com"", ""title"": ""www aig c com""}, {""doc_index"": ""d-586598"", ""url"": ""http://valic.com"", ""title"": ""aig aig retirement services""}, {""doc_index"": ""d-212832"", ""url"": ""http://www.valic.com"", ""title"": ""aig aig retirement services""}, {""doc_index"": ""d-1590"", ""url"": ""http://www.aigvalic.com"", ""title"": ""aig aig retirement services""}, {""doc_index"": ""d-513834"", ""url"": ""http://www.sivas.gov.tr"", ""title"": ""t c sivas vali li i""}, {""doc_index"": ""d-513833"", ""url"": ""http://www.istanbul.gov.tr"", ""title"": ""t c stanbul vali li i""}, {""doc_index"": ""d-69694"", ""url"": ""http://www.aigcs.org"", ""title"": ""american indian graduate center aig c""}, {""doc_index"": ""d-891827"", ""url"": ""http://www.novalis-intl.com"", ""title"": ""no valis international no valis innovative flooring""}, {""doc_index"": ""d-68820"", ""url"": ""http://www.mersin.gov.tr"", ""title"": ""t c mers in vali li i""}]","10.0","","","",""
"1722_175","1722_175_qq-75_cd-1590","2006-03-29 07:53:20","CLICK","aig aig retirement services","aigvalic","q-75","0","","","http://www.aigvalic.com","aig aig retirement services","d-1590","4.0"
"1722_175","1722_175_qq-80","2006-03-29 08:01:16","QUERY","walmart","walmart","q-80","0","","","","","",""
"1722_175","1722_175_qq-80_serp","2006-03-29 08:01:16","SERP_VIEW","Viewed 10 results: www www walmart com, walmart com time online ws, www walmart workers rights org (+7 more)","walmart","q-80","0","[{""doc_index"": ""d-890435"", ""url"": ""http://www.wwwwalmart.com"", ""title"": ""www www walmart com""}, {""doc_index"": ""d-732699"", ""url"": ""http://walmart.com.time-online.ws"", ""title"": ""walmart com time online ws""}, {""doc_index"": ""d-615305"", ""url"": ""http://www.walmartworkersrights.org"", ""title"": ""www walmart workers rights org""}, {""doc_index"": ""d-381328"", ""url"": ""http://wallmartwholesale3.com"", ""title"": ""walmart com save money live better""}, {""doc_index"": ""d-738438"", ""url"": ""http://www.walmarts.com"", ""title"": ""walmart com save money live better""}, {""doc_index"": ""d-382"", ""url"": ""http://www.walmart.com"", ""title"": ""walmart com save money live better""}, {""doc_index"": ""d-146826"", ""url"": ""http://superwalmart.panamacitybeachfanatic.com"", ""title"": ""super walmart panama city beach fanatic com""}, {""doc_index"": ""d-887179"", ""url"": ""http://benefitsonline-walmart.com.time-online.ws"", ""title"": ""benefits online walmart com time online ws""}, {""doc_index"": ""d-207233"", ""url"": ""http://walmart-jobs.michiganhomeconstructionloan.com"", ""title"": ""walmart jobs michigan home construction loan com""}, {""doc_index"": ""d-81126"", ""url"": ""http://www.walmart.ca"", ""title"": ""online shopping canada everyday low prices at walmart ca""}]","10.0","","","",""
